"code";"parentCode";"level";"name";"shortName";"notes";"validFrom";"validTo"
"324";"32";"3";"Dyrepleiere";"";""
"325";"32";"3";"Andre helseyrker";"";""
"331";"33";"3";"Yrker innen finanstjenester";"";""
"332";"33";"3";"Agenter og meglere";"";""
"333";"33";"3";"Forretningstjenesteyrker";"";""
"334";"33";"3";"Sekretærer og arbeidsledere for kontorpersonell";"";""
"335";"33";"3";"Yrker innen offentlig forvaltning";"";""
"341";"34";"3";"Yrker innen sosialarbeid og kultur";"";""
"342";"34";"3";"Yrker innen sport og idrett";"";""
"343";"34";"3";"Yrker innen estetiske fag";"";""
"351";"35";"3";"Operatører og brukerstøtte, IKT";"";""
"352";"35";"3";"Teknikere innen kringkasting og telekom";"";""
"411";"41";"3";"Kontormedarbeidere";"";""
"413";"41";"3";"Dataregistrere og stenografer";"";""
"421";"42";"3";"Kundebehandlere, penger og pengespill";"";""
"422";"42";"3";"Reisebyrå-, resepsjons- og andre opplysningsmedarbeidere";"";""
"431";"43";"3";"Regnskaps- og lønnsmedarbeidere mv.";"";""
"432";"43";"3";"Lager- og transportmedarbeidere";"";""
"441";"44";"3";"Postbud, arkiv- og personalkontor-medarbeidere";"";""
"511";"51";"3";"Persontransportpersonell";"";""
"512";"51";"3";"Kokker";"";""
"513";"51";"3";"Servitører og bartendere";"";""
"514";"51";"3";"Frisører, kosmetologer mv.";"";""
"515";"51";"3";"Renholdsledere og vaktmestre";"";""
"516";"51";"3";"Andre yrker innen personlig tjenesteyting";"";""
"521";"52";"3";"Torg og markedsselgere";"";""
"522";"52";"3";"Butikkselgere";"";""
"523";"52";"3";"Billettselgere";"";""
"524";"52";"3";"Andre salgsyrker";"";""
"531";"53";"3";"Barnehage- og skoleassistenter mv.";"";""
"532";"53";"3";"Pleiemedarbeidere";"";""
"541";"54";"3";"Sikkerhetsarbeidere";"";""
"611";"61";"3";"Korn-, grønnsaks-, frukt- og bærprodusenter, gartnere";"";""
"612";"61";"3";"Husdyr-, egg- og melkeprodusenter";"";""
"613";"61";"3";"Plante- og husdyrprodusenter (kombinasjonsbruk)";"";""
"621";"62";"3";"Skogbrukere";"";""
"622";"62";"3";"Havbruksarbeidere og fiskere";"";""
"711";"71";"3";"Bygningsarbeidere";"";""
"712";"71";"3";"Bygningstekniske arbeidere";"";""
"713";"71";"3";"Malere, overflatebehandlere, feiere mv.";"";""
"721";"72";"3";"Støpere, sveisere, platearbeidere mv.";"";""
"722";"72";"3";"Smeder, verktøymakere mv.";"";""
"723";"72";"3";"Mekanikere og reparatører";"";""
"731";"73";"3";"Presisjonsarbeidere og kunsthåndverkere";"";""
"732";"73";"3";"Grafiske arbeidere";"";""
"741";"74";"3";"Elektrikere mv.";"";""
"742";"74";"3";"Serviceelektronikere og tele- og IKT-installatører mv.";"";""
"751";"75";"3";"Slaktere, fiskehandlere, konditorer mv.";"";""
"752";"75";"3";"Møbelsnekkere";"";""
"753";"75";"3";"Skreddere, møbeltapetserere mv.";"";""
"754";"75";"3";"Yrkesdykkere, skytebaser mv.";"";""
"811";"81";"3";"Operatører innen borefag mv.";"";""
"812";"81";"3";"Operatører metallproduksjon";"";""
"813";"81";"3";"Operatører innen produksjon av kjemiske produkter";"";""
"814";"81";"3";"Operatører innen gummi, plast og papirproduksjon";"";""
"815";"81";"3";"Operatører innen bearbeiding og produksjon av tekstiler, pels, skinn og lær";"";""
"816";"81";"3";"Operatører innen næringsmiddelproduksjon";"";""
"817";"81";"3";"Operatører innen treforedling og trelast";"";""
"818";"81";"3";"Operatører av andre stasjonære maskiner";"";""
"821";"82";"3";"Montører";"";""
"831";"83";"3";"Lokomotiv og T-baneførere mv.";"";""
"832";"83";"3";"Bil-, drosje- og varebilførere";"";""
"833";"83";"3";"Lastebil-, buss- og trikkeførere";"";""
"834";"83";"3";"Operatører av mobile maskiner mv.";"";""
"835";"83";"3";"Dekks- og maskinmannskap (skip)";"";""
"911";"91";"3";"Renholdere";"";""
"912";"91";"3";"Bilvaskere, vinduspussere mv.";"";""
"921";"92";"3";"Hjelpearbeidere i jordbruk, skogbruk og fiske";"";""
"931";"93";"3";"Hjelpearbeidere i bergverk, bygg og anlegg";"";""
"932";"93";"3";"Hjelpearbeidere i industri";"";""
"933";"93";"3";"Hjelpearbeidere innen transport og lager";"";""
"941";"94";"3";"Kjøkkenassistenter";"";""
"951";"95";"3";"Reklamedistributører mv.";"";""
"961";"96";"3";"Renovasjons- og gjenvinningsarbeidere";"";""
"962";"96";"3";"Andre hjelpearbeidere";"";""
"0000";"000";"4";"Uoppgitt / yrker som ikke kan identifiseres";"";""
"0110";"011";"4";"Offiserer fra fenrik og høyere grad";"";""
"0210";"021";"4";"Befal med sersjant grad";"";""
"0310";"031";"4";"Menige";"";""
"1111";"111";"4";"Politikere";"";""
"1112";"111";"4";"Toppledere i offentlig administrasjon";"";""
"1114";"111";"4";"Toppledere i interesseorganisasjoner";"";""
"1120";"112";"4";"Administrerende direktører";"";""
"1211";"121";"4";"Finans- og økonomisjefer";"";""
"1212";"121";"4";"Personalsjefer";"";""
"1213";"121";"4";"Strategi- og planleggingssjefer";"";""
"1219";"121";"4";"Andre administrative ledere";"";""
"1221";"122";"4";"Salgs- og markedssjefer";"";""
"1222";"122";"4";"PR- og informasjonssjefer";"";""
"1223";"122";"4";"Forsknings- og utviklingsledere";"";""
"1311";"131";"4";"Ledere i skogbruk, gartnerier mv.";"";""
"1312";"131";"4";"Ledere innen akvakultur mv.";"";""
"1321";"132";"4";"Ledere av industriproduksjon mv.";"";""
"1322";"132";"4";"Ledere av olje- og gassutvinning mv.";"";""
"1323";"132";"4";"Ledere av bygge- og anleggsvirksomhet";"";""
"1324";"132";"4";"Ledere av logistikk og transport mv.";"";""
"1330";"133";"4";"Ledere av IKT-enheter";"";""
"1341";"134";"4";"Ledere av omsorgstjenester for barn";"";""
"1342";"134";"4";"Ledere av helsetjenester";"";""
"1343";"134";"4";"Ledere av eldreomsorg";"";""
"1344";"134";"4";"Ledere av sosialomsorg";"";""
"1345";"134";"4";"Ledere av utdanning og undervisning";"";""
"1346";"134";"4";"Ledere av forsikring og finansvirksomhet";"";""
"1349";"134";"4";"Andre ledere av produksjon og tjenesteyting";"";""
"1411";"141";"4";"Hotellsjefer";"";""
"1412";"141";"4";"Restaurantsjefer";"";""
"1420";"142";"4";"Varehandelssjefer";"";""
"1431";"143";"4";"Sports-, rekreasjons- og kultursenterledere";"";""
"1439";"143";"4";"Andre daglige ledere i tjenesteytende virksomheter";"";""
"2111";"211";"4";"Fysikere og astronomer";"";""
"2112";"211";"4";"Meteorologer";"";""
"2113";"211";"4";"Kjemikere";"";""
"2114";"211";"4";"Geologer og geofysikere";"";""
"2120";"212";"4";"Matematikere, statistikere mv.";"";""
"2131";"213";"4";"Biologer, botanikere, zoologer mv.";"";""
"2132";"213";"4";"Sivilagronomer mv.";"";""
"2133";"213";"4";"Miljøvernrådgivere";"";""
"2141";"214";"4";"Sivilingeniører (industri og produksjon)";"";""
"2142";"214";"4";"Sivilingeniører (bygg og anlegg)";"";""
"2143";"214";"4";"Sivilingeniører (miljøteknikk)";"";""
"2144";"214";"4";"Sivilingeniører (maskin- og marin-teknikk)";"";""
"2145";"214";"4";"Sivilingeniører (kjemi)";"";""
"2146";"214";"4";"Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.)";"";""
"2149";"214";"4";"Andre sivilingeniører (unntatt elektroteknologi)";"";""
"2151";"215";"4";"Sivilingeniører (elkraftteknikk)";"";""
"2152";"215";"4";"Sivilingeniører (elektronikk)";"";""
"2153";"215";"4";"Sivilingeniører (telekommunikasjon)";"";""
"2161";"216";"4";"Sivilarkitekter";"";""
"2162";"216";"4";"Landskapsarkitekter";"";""
"2163";"216";"4";"Produkt- og klesdesignere";"";""
"2164";"216";"4";"Arealplanleggere";"";""
"2165";"216";"4";"Landmålere, kartografer mv.";"";""
"2166";"216";"4";"Grafiske- og multimediadesignere";"";""
"2211";"221";"4";"Allmennpraktiserende leger";"";""
"2212";"221";"4";"Legespesialister";"";""
"2221";"222";"4";"Spesialsykepleiere";"";""
"2222";"222";"4";"Jordmødre";"";""
"2223";"222";"4";"Sykepleiere";"";""
"2224";"222";"4";"Vernepleiere";"";""
"2250";"225";"4";"Veterinærer";"";""
"2261";"226";"4";"Tannleger";"";""
"2262";"226";"4";"Farmasøyter";"";""
"2263";"226";"4";"Helse- og miljørådgivere";"";""
"2264";"226";"4";"Fysioterapeuter";"";""
"2265";"226";"4";"Ernæringsfysiologer";"";""
"2266";"226";"4";"Audiografer og logopeder";"";""
"2267";"226";"4";"Ergoterapeuter";"";""
"2269";"226";"4";"Kiropraktorer mv.";"";""
"2310";"231";"4";"Universitets- og høyskolelektorer/-lærere";"";""
"2320";"232";"4";"Yrkesfaglærere";"";""
"2330";"233";"4";"Lektorer mv. (videregående skole)";"";""
"2341";"234";"4";"Grunnskolelærere";"";""
"2342";"234";"4";"Førskolelærere";"";""
"2351";"235";"4";"Spesialister i pedagogikk";"";""
"2352";"235";"4";"Spesiallærere / spesialpedagoger";"";""
"2353";"235";"4";"Andre språklærere";"";""
"2354";"235";"4";"Andre musikklærere";"";""
"2355";"235";"4";"Andre lærere i estetiske fag";"";""
"2356";"235";"4";"Andre IKT-lærere";"";""
"2359";"235";"4";"Andre lærere";"";""
"2411";"241";"4";"Revisorer, regnskapsrådgivere";"";""
"2412";"241";"4";"Finans- og investeringsrådgivere";"";""
"2413";"241";"4";"Finansanalytikere";"";""
"2421";"242";"4";"Organisasjonsrådgivere mv.";"";""
"2422";"242";"4";"Høyere saksbehandlere i offentlig og privat virksomhet";"";""
"2423";"242";"4";"Personal- og karriererådgivere";"";""
"2424";"242";"4";"Rådgivere innen kompetanseutvikling";"";""
"2431";"243";"4";"Reklame- og markedsføringsrådgivere";"";""
"2432";"243";"4";"Informasjonsrådgivere";"";""
"2433";"243";"4";"Salgskonsulenter innen tekniske og medisinske produkter";"";""
"2434";"243";"4";"Salgskonsulenter innen IKT-produkter";"";""
"2511";"251";"4";"Systemanalytikere/-arkitekter";"";""
"2512";"251";"4";"Programvareutviklere";"";""
"2513";"251";"4";"Nett- og multimediautviklere";"";""
"2514";"251";"4";"Applikasjonsprogrammerere";"";""
"2519";"251";"4";"Andre programvare- og applikasjonsutviklere";"";""
"2521";"252";"4";"Databasedesignere og -administratorer";"";""
"2522";"252";"4";"Systemadministratorer";"";""
"2523";"252";"4";"Nettverksansvarlige";"";""
"2529";"252";"4";"Sikkerhetsanalytikere mv.";"";""
"2611";"261";"4";"Jurister og advokater";"";""
"2612";"261";"4";"Dommere";"";""
"2619";"261";"4";"Andre juridiske yrker";"";""
"2621";"262";"4";"Arkivarer og kuratorer";"";""
"2622";"262";"4";"Bibliotekarer og andre informasjonsarbeidere";"";""
"2631";"263";"4";"Rådgivere/forskere, samfunnsøkonomi";"";""
"2632";"263";"4";"Rådgivere/forskere, samfunnsvitenskap";"";""
"2633";"263";"4";"Rådgivere/forskere, humanistiske fag";"";""
"2634";"263";"4";"Psykologer";"";""
"2635";"263";"4";"Rådgivere innen sosiale fagfelt";"";""
"2636";"263";"4";"Geistlige yrker";"";""
"2641";"264";"4";"Forfattere mv.";"";""
"2642";"264";"4";"Journalister";"";""
"2643";"264";"4";"Oversettere, tolker mv.";"";""
"2651";"265";"4";"Skulptører, kunstmalere og andre billedkunstnere";"";""
"2652";"265";"4";"Dirigenter, komponister, musikere og sangere";"";""
"2653";"265";"4";"Koreografer og dansere";"";""
"2654";"265";"4";"Regissører";"";""
"2655";"265";"4";"Skuespillere";"";""
"2656";"265";"4";"Programledere i TV og radio";"";""
"2659";"265";"4";"Andre utøvende kunstneriske yrker";"";""
"3112";"311";"4";"Bygningsingeniører";"";""
"3113";"311";"4";"Elkraftingeniører";"";""
"3114";"311";"4";"Elektronikkingeniører";"";""
"3115";"311";"4";"Maskiningeniører";"";""
"3116";"311";"4";"Kjemiingeniører";"";""
"3117";"311";"4";"Ingeniører innen petroleum, bergverk og metallurgi";"";""
"3118";"311";"4";"Tekniske tegnere";"";""
"3119";"311";"4";"Andre ingeniører";"";""
"3121";"312";"4";"Arbeidsleder, bergfag";"";""
"3122";"312";"4";"Arbeidsleder, industri";"";""
"3123";"312";"4";"Arbeidsleder, bygg og anlegg";"";""
"3131";"313";"4";"Energikontrolloperatører";"";""
"3132";"313";"4";"Kontrolloperatører ved forbrennings- kjøle- og vannrenseanlegg mv.";"";""
"3133";"313";"4";"Kontrolloperatører innen kjemisk prosessindustri";"";""
"3134";"313";"4";"Kontrolloperatører ved olje- og naturgassraffineringsanlegg";"";""
"3135";"313";"4";"Kontrolloperatører innen metallproduksjon";"";""
"3139";"313";"4";"Andre prosesskontrolloperatører";"";""
"3141";"314";"4";"Bioteknikere (ikke-medisinske laboratorier)";"";""
"3142";"314";"4";"Agroteknikere";"";""
"3143";"314";"4";"Skogteknikere";"";""
"3151";"315";"4";"Skipsmaskinister";"";""
"3152";"315";"4";"Dekksoffiserer og loser";"";""
"3153";"315";"4";"Flygere";"";""
"3154";"315";"4";"Flygeledere";"";""
"3155";"315";"4";"Teknikere innen luftfartssikkerhet";"";""
"3211";"321";"4";"Radiografer mv.";"";""
"3212";"321";"4";"Bioingeniører";"";""
"3213";"321";"4";"Reseptarer";"";""
"3214";"321";"4";"Protese- og tannteknikere";"";""
"3230";"323";"4";"Yrker innen alternativ medisin";"";""
"3240";"324";"4";"Dyrepleiere";"";""
"3251";"325";"4";"Tannpleiere";"";""
"3254";"325";"4";"Optikere";"";""
"3256";"325";"4";"Helsesekretærer";"";""
"3257";"325";"4";"Helse- og miljøkontrollører";"";""
"3258";"325";"4";"Ambulansepersonell";"";""
"3259";"325";"4";"Andre helseyrker";"";""
"3311";"331";"4";"Finansmeglere";"";""
"3312";"331";"4";"Kundebehandlere lån og kreditt";"";""
"3313";"331";"4";"Regnskapsførere";"";""
"3315";"331";"4";"Takstmenn";"";""
"3321";"332";"4";"Forsikringsagenter";"";""
"3322";"332";"4";"Selgere (engros)";"";""
"3323";"332";"4";"Innkjøpere";"";""
"3324";"332";"4";"Handels- og skipsmeglere";"";""
"3331";"333";"4";"Speditører og befraktere";"";""
"3332";"333";"4";"Konferanse- og arrangementsplanleggere mv.";"";""
"3333";"333";"4";"Arbeidsformidlere";"";""
"3334";"333";"4";"Eiendomsmeglere og - forvaltere";"";""
"3339";"333";"4";"Andre yrker innen forretningstjenester";"";""
"3341";"334";"4";"Arbeidsledere for kontorpersonell";"";""
"3342";"334";"4";"Advokatsekretær";"";""
"3343";"334";"4";"Sjefssekretærer";"";""
"3351";"335";"4";"Tollere";"";""
"3352";"335";"4";"Skattefunksjonærer";"";""
"3353";"335";"4";"Saksbehandlere innen sosiale ytelser";"";""
"3354";"335";"4";"Saksbehandlere for førerkort, importlisenser mv.";"";""
"3355";"335";"4";"Politibetjenter mv.";"";""
"3359";"335";"4";"Andre yrker innen offentlig forvaltning";"";""
"3411";"341";"4";"Privatetterforskere mv.";"";""
"3412";"341";"4";"Miljøarbeidere innen sosiale fagfelt";"";""
"3413";"341";"4";"Religiøse yrker";"";""
"3421";"342";"4";"Idrettsutøvere";"";""
"3422";"342";"4";"Trenere og idrettsdommere";"";""
"3423";"342";"4";"Sports- og aktivitetsinstruktører";"";""
"3431";"343";"4";"Fotografer og filmfotografer";"";""
"3432";"343";"4";"Interiørdesignere og dekoratører";"";""
"3433";"343";"4";"Tekniske konservatorer";"";""
"3434";"343";"4";"Sjefskokker";"";""
"3439";"343";"4";"Andre yrker innen estetiske fag";"";""
"3511";"351";"4";"Driftsteknikere, IKT";"";""
"3512";"351";"4";"Brukerstøtte, IKT";"";""
"3513";"351";"4";"Nettverks- og systemteknikere, IKT";"";""
"3514";"351";"4";"Internett-teknikere";"";""
"3521";"352";"4";"Teknikere innen radio og tv";"";""
"3522";"352";"4";"Teknikere innen telekom";"";""
"4110";"411";"4";"Kontormedarbeidere";"";""
"4131";"413";"4";"Stenografer mv.";"";""
"4132";"413";"4";"Dataregistrere";"";""
"4211";"421";"4";"Kundebehandlere, bank og postkontor";"";""
"4212";"421";"4";"Bingoverter, bookmakere mv.";"";""
"4213";"421";"4";"Pantelånere mv.";"";""
"4214";"421";"4";"Inkassomedarbeidere mv.";"";""
"4221";"422";"4";"Reisebyråmedarbeidere mv.";"";""
"4222";"422";"4";"Kundesentermedarbeidere";"";""
"4223";"422";"4";"Sentralbordoperatører";"";""
"4224";"422";"4";"Hotellresepsjonister";"";""
"4225";"422";"4";"Informasjonsskrankemedarbeidere";"";""
"4226";"422";"4";"Resepsjonister (ekskl. hotell)";"";""
"4227";"422";"4";"Intervjuere";"";""
"4229";"422";"4";"Andre opplysningsmedarbeidere";"";""
"4311";"431";"4";"Regnskapsmedarbeidere";"";""
"4312";"431";"4";"Forsikrings- og finansmedarbeidere";"";""
"4313";"431";"4";"Lønningsmedarbeidere";"";""
"4321";"432";"4";"Lagermedarbeidere og material-forvaltere";"";""
"4322";"432";"4";"Logistikkmedarbeidere";"";""
"4323";"432";"4";"Transportfunksjonærer";"";""
"4411";"441";"4";"Bibliotekassistenter";"";""
"4412";"441";"4";"Postbud og postsorterere";"";""
"4413";"441";"4";"Kodere mv.";"";""
"4415";"441";"4";"Arkivassistenter";"";""
"4416";"441";"4";"Personalkontormedarbeidere";"";""
"5111";"511";"4";"Flyverter, båtverter mv.";"";""
"5112";"511";"4";"Konduktører";"";""
"5113";"511";"4";"Reiseledere og guider";"";""
"5120";"512";"4";"Kokker";"";""
"5131";"513";"4";"Servitører";"";""
"5132";"513";"4";"Bartendere";"";""
"5141";"514";"4";"Frisører";"";""
"5142";"514";"4";"Kosmetologer mv.";"";""
"5151";"515";"4";"Renholdsledere i virksomheter";"";"Kategorien het tidligere ""Renholdsledere i bedrifter"", men SSB gikk f.o.m. 2014 over til å bruke ""virksomhet"" i stedet for ""bedrift""."
"5152";"515";"4";"Husholdere";"";""
"5153";"515";"4";"Vaktmestre";"";""
"5161";"516";"4";"Astrologer mv.";"";""
"5163";"516";"4";"Begravelsesbyrå- og krematoriearbeidere";"";""
"5164";"516";"4";"Dyrepassere og - trenere mv.";"";""
"5165";"516";"4";"Kjøreskolelærere";"";""
"5169";"516";"4";"Andre personlige tjenesteytere";"";""
"5211";"521";"4";"Torghandlere";"";""
"5212";"521";"4";"Gateselgere, mat";"";""
"5221";"522";"4";"Innehavere av kiosk/liten butikk";"";""
"5222";"522";"4";"Butikkavdelingssjefer";"";""
"5223";"522";"4";"Butikkmedarbeidere";"";""
"5230";"523";"4";"Billettselgere";"";""
"5241";"524";"4";"Mannekenger og modeller";"";""
"5242";"524";"4";"Demonstrasjonsselgere";"";""
"5243";"524";"4";"Dørselgere";"";""
"5244";"524";"4";"Telefon- og nettselgere";"";""
"5245";"524";"4";"Servicemedarbeidere (bensinstasjon)";"";""
"5246";"524";"4";"Gatekjøkken- og kafémedarbeidere mv.";"";""
"5249";"524";"4";"Andre salgsmedarbeidere";"";""
"5311";"531";"4";"Barnehage- og skolefritidsassistenter mv.";"";""
"5312";"531";"4";"Skoleassistenter";"";""
"5321";"532";"4";"Helsefagarbeidere";"";""
"5322";"532";"4";"Hjemmehjelper";"";""
"5329";"532";"4";"Andre pleiemedarbeidere";"";""
"5411";"541";"4";"Brannkonstabler";"";""
"5413";"541";"4";"Fengselsbetjenter";"";""
"5414";"541";"4";"Vektere";"";""
"5419";"541";"4";"Andre sikkerhetsarbeidere";"";""
"6111";"611";"4";"Korn- og grønnsaksprodusenter";"";""
"6112";"611";"4";"Frukt- og bærprodusenter";"";""
"6113";"611";"4";"Gartnere";"";""
"6114";"611";"4";"Kombinasjonsbrukere, nyttevekster";"";""
"6121";"612";"4";"Melke- og husdyrprodusenter";"";""
"6122";"612";"4";"Egg- og fjærfeprodusenter";"";""
"6123";"612";"4";"Birøktere mv.";"";""
"6129";"612";"4";"Andre dyreoppdrettere og røktere";"";""
"6130";"613";"4";"Plante- og husdyrprodusenter (kombinasjonsbruk)";"";""
"6210";"621";"4";"Skogbrukere";"";""
"6221";"622";"4";"Havbruksarbeidere";"";""
"6222";"622";"4";"Fiskere";"";""
"6224";"622";"4";"Fangstfolk";"";""
"7112";"711";"4";"Murere";"";""
"7113";"711";"4";"Steinhoggere mv.";"";""
"7114";"711";"4";"Betongarbeidere";"";""
"7115";"711";"4";"Tømrere og snekkere";"";""
"7119";"711";"4";"Andre bygningsarbeidere";"";""
"7121";"712";"4";"Taktekkere";"";""
"7122";"712";"4";"Gulv- og flisleggere";"";""
"7123";"712";"4";"Gips- og sparklingsarbeidere";"";""
"7124";"712";"4";"Isolatører mv.";"";""
"7125";"712";"4";"Glassarbeidere";"";""
"7126";"712";"4";"Rørleggere og VVS-montører";"";""
"7127";"712";"4";"Kuldemontører mv.";"";""
"7131";"713";"4";"Malere og byggtapetserere";"";""
"7132";"713";"4";"Overflatebehandlere og lakkerere";"";""
"7133";"713";"4";"Feiere, fasaderenholdere mv.";"";""
"7211";"721";"4";"Støpere";"";""
"7212";"721";"4";"Sveisere";"";""
"7213";"721";"4";"Kopper- og blikkenslagere";"";""
"7214";"721";"4";"Platearbeidere";"";""
"7215";"721";"4";"Riggere og spleisere";"";""
"7221";"722";"4";"Smeder";"";""
"7222";"722";"4";"Verktøymaker, låsesmeder mv.";"";""
"7223";"722";"4";"Metalldreiere mv.";"";""
"7224";"722";"4";"Metallslipere";"";""
"7231";"723";"4";"Bilmekanikere";"";""
"7232";"723";"4";"Mekanikere innen flytekniske fag";"";""
"7233";"723";"4";"Anleggsmaskin- og industrimekanikere";"";""
"7234";"723";"4";"Sykkelreparatører mv.";"";""
"7311";"731";"4";"Presisjonsinstrumentmakere og -reparatører";"";""
"7312";"731";"4";"Musikkinstrumentmakere og -stemmere";"";""
"7313";"731";"4";"Gull- og sølvsmeder, gravører mv.";"";""
